"Pair","Interaction","EINT","ELST","DISP","SAPT2ELST","SAPT2EXCH","SAPT2IND","SAPT2DISP","Shortest_Normalized_Distance"
"4-Aminopyridine-Acetate","Neutral - Anion",-52.049,-25.9481,-26.1007,-33.36901147,27.99919956,-18.96282813,-29.98185406,0.979355223831928
"4-Aminopyridine-Ammonium","Neutral - Cation",-67.617,-59.8036,-7.81319,-40.32670444,14.1792784,-30.3391672,-11.9954312,1.00831700683079
"4-Aminopyridine-Bistriflimide","Neutral - Anion",-18.645,9.00137,-27.6466,-2.64191555,21.42349731,-10.69293438,-29.32300302,1.06423387551883
"4-Aminopyridine-Br","Neutral - Anion",-23.51,-20.6004,-2.90989,-15.5798253,1.18149523,-6.97876935,-2.79411689,1.43154215514638
"4-Aminopyridine-Br-S2","Neutral - Anion",5.125,10.4418,-5.31649,14.2383309,1.74014559,-7.64921119,-4.34090464,1.37457213865212
"4-Aminopyridine-Cl","Neutral - Anion",-3.642,6.13053,-9.77212,10.39128109,8.05241125,-14.79875878,-9.37436426,1.2206591808339
"4-Aminopyridine-Dicyanamide","Neutral - Anion",-26.519,-1.62899,-24.8897,-12.04231095,21.46328799,-10.72366121,-28.46664983,1.02232069534175
"4-Aminopyridine-Formate","Neutral - Anion",-5.496,15.9066,-21.4024,7.70609707,21.66931708,-16.23462136,-20.86281363,1.03440722598504
"4-Aminopyridine-Imidazolium","Neutral - Cation",-45.879,3.83177,-49.7111,-28.8691942,49.88261,-13.81593969,-54.27101955,0.994645437144489
"4-Aminopyridine-Li","Neutral - Cation",-162.372,-154.349,-8.02293,-63.32157388,21.32994144,-104.6388369,-1.37339339,0.703209546484509
"4-Aminopyridine-Methanesulfonate","Neutral - Anion",-51.588,-27.7655,-23.8222,-35.17578074,26.3190286,-17.02145118,-27.99052707,0.986505659307829
"4-Aminopyridine-Phosphonium","Neutral - Cation",-57.298,-41.6286,-15.6693,-30.83903608,24.31665808,-31.85769323,-19.54686805,0.992282948457028
"4-Aminopyridine-Pyridinium","Neutral - Cation",-57.108,-19.1755,-37.9327,-38.3595938,39.72827641,-17.77042513,-42.86862122,0.960224244896304
"4-Aminopyridine-Pyrrolium","Neutral - Cation",-64.363,-28.1037,-36.2588,-38.76494737,38.30546438,-24.81420647,-38.9044752,0.943039652293886
"4-Aminopyridine-Tetrafluoroborate","Neutral - Anion",-4.564,12.5307,-17.0943,13.61527607,10.66286327,-14.44100368,-13.89025348,1.04712329818828
"4-Aminopyridine-Tetramethylammonium","Neutral - Cation",-41.426,-17.4993,-23.9268,-28.1525934,28.11864267,-14.7829564,-28.0056114,0.967778651422846
"4-Aminopyridine-Tetramethylphosphonium","Neutral - Cation",-38.734,-14.6993,-24.035,-26.37190497,27.36556705,-13.25886317,-28.32830079,0.962406081708811
"4-Aminopyridine-Trifluoroacetate","Neutral - Anion",-51.769,-25.146,-26.6227,-36.03220123,28.93582092,-16.19706865,-28.44051401,0.987081810904111
"4-Aminopyridine-Trifluoromethanesulfonate","Neutral - Anion",-2.314,18.4924,-20.8061,14.70564289,15.19770075,-12.93160053,-20.89879994,1.0759006723741
"4-ethoxypyridine-Acetate","Neutral - Anion",-48.089,-17.6068,-30.4823,-25.9632559,34.29308031,-24.5016178,-34.12023874,0.999895769300766
"4-ethoxypyridine-Ammonium","Neutral - Cation",-58.068,-51.2464,-6.8214,-29.29210779,10.91422932,-30.45800829,-10.70998556,0.997297336996238
"4-ethoxypyridine-Bistriflimide_10_04","Neutral - Anion",-2.551146,-2.18453,-0.366616,-1.68736661,-3.712e-05,-0.57481054,-0.21570361,2.70423331928327
"4-ethoxypyridine-Bistriflimide_10_86","Neutral - Anion",-2.049981,-1.81345,-0.236531,-1.45162591,-1.591e-05,-0.42589986,-0.13540089,2.95232014982928
"4-ethoxypyridine-Bistriflimide_11_69","Neutral - Anion",-1.69135,-1.5308,-0.16055,-1.26205106,-5.24e-06,-0.32200072,-0.08793117,3.19894645023844
"4-ethoxypyridine-Bistriflimide_12_52","Neutral - Anion",-1.425548,-1.31067,-0.114878,-1.10735053,-1.22e-06,-0.24781299,-0.05879764,3.44706454233482
"4-ethoxypyridine-Bistriflimide_13_35","Neutral - Anion",-1.2221545,-1.13579,-0.0863645,-0.97943921,-2e-07,-0.19373086,-0.04032958,3.69637403000217
"4-ethoxypyridine-Bistriflimide_14_17","Neutral - Anion",-1.0619589,-0.994526,-0.0674329,-0.87245923,-2e-08,-0.15358536,-0.02828755,3.94664900973492
"4-ethoxypyridine-Bistriflimide_15_00","Neutral - Anion",-0.9325907,-0.878625,-0.0539657,-0.78208436,0,-0.12327542,-0.0202382,4.19771702908953
"4-ethoxypyridine-Bistriflimide_4_25","Neutral - Anion",-46.38228,-4.94058,-41.4417,-18.70252449,29.25128222,-14.2412504,-37.17600001,0.930709946800067
"4-ethoxypyridine-Bistriflimide_5_08","Neutral - Anion",-27.0045,-11.1698,-15.8347,-6.57209529,2.23111706,-6.94400503,-12.67561245,1.17900962217251
"4-ethoxypyridine-Bistriflimide_5_90","Neutral - Anion",-15.04826,-8.19502,-6.85324,-4.51162021,0.16113329,-4.03059181,-5.04295445,1.44872337727842
"4-ethoxypyridine-Bistriflimide_6_73","Neutral - Anion",-9.24435,-5.88794,-3.35641,-3.54172641,0.01078568,-2.52291696,-2.28965646,1.72642863050079
"4-ethoxypyridine-Bistriflimide_7_56","Neutral - Anion",-6.18191,-4.3843,-1.79761,-2.87030275,0.00027336,-1.65410943,-1.14922894,1.96614830899878
"4-ethoxypyridine-Bistriflimide_8_38","Neutral - Anion",-4.39098,-3.38122,-1.00976,-2.36878831,-0.00015656,-1.12744593,-0.62234208,2.20971797943244
"4-ethoxypyridine-Bistriflimide_9_21","Neutral - Anion",-3.280013,-2.68526,-0.594753,-1.98538287,-8.138e-05,-0.79408476,-0.35767422,2.45599271180422
"4-ethoxypyridine-Br","Neutral - Anion",-0.341,5.32157,-5.66237,10.68278236,2.40500827,-9.43320432,-5.38504825,1.37799436022927
"4-ethoxypyridine-Cl","Neutral - Anion",-3.677,6.69924,-10.3765,11.96041667,8.00486276,-16.01656063,-9.60716614,1.22204058407945
"4-ethoxypyridine-Dicyanamide","Neutral - Anion",-25.288,3.19368,-28.4814,-8.36734744,26.36390274,-14.59352454,-32.58338768,1.00869898128042
"4-ethoxypyridine-Formate","Neutral - Anion",-34.789,-12.6868,-22.1021,-16.27084213,25.06042065,-21.69382358,-23.67099118,0.983880789216055
"4-ethoxypyridine-Imidazolium","Neutral - Cation",-38.638,16.0979,-54.7355,-17.82272695,52.87424165,-16.4170763,-59.51033439,0.975253831730239
"4-ethoxypyridine-Li","Neutral - Cation",-145.48,-138.575,-6.90534,-49.87429965,17.69732263,-99.98474725,-1.21779548,0.714112987283572
"4-ethoxypyridine-Methanesulfonate","Neutral - Anion",-48.076,-20.1095,-27.9668,-28.5501051,32.05912447,-22.33363406,-31.58721731,0.969849194790935
"4-ethoxypyridine-Phosphonium","Neutral - Cation",-50.372,-32.128,-18.2439,-21.31816952,27.87419495,-35.38704037,-22.47426711,0.970628809757586
"4-ethoxypyridine-Pyridinium","Neutral - Cation",-47.623,-1.91789,-45.7055,-27.07435201,46.62753614,-19.61055869,-49.60525318,0.962647062340136
"4-ethoxypyridine-Pyrrolium_10_56","Neutral - Cation",-2.321294,-2.43915,0.117856,-1.85719603,-5.4e-07,-0.45530852,-0.07801898,3.01887104118505
"4-ethoxypyridine-Pyrrolium_11_45","Neutral - Cation",-1.946986,-2.05973,0.112744,-1.62137576,-1.2e-07,-0.33873325,-0.04848391,3.27022979617359
"4-ethoxypyridine-Pyrrolium_12_34","Neutral - Cation",-1.660243,-1.76145,0.101207,-1.4254391,-2e-08,-0.25684292,-0.03117917,3.51899473780025
"4-ethoxypyridine-Pyrrolium_13_22","Neutral - Cation",-1.435069,-1.52296,0.087891,-1.26138825,0,-0.19805961,-0.02065526,3.76722086797226
"4-ethoxypyridine-Pyrrolium_14_11","Neutral - Cation",-1.2541929,-1.32937,0.0751771,-1.12299243,0,-0.15504314,-0.01404392,4.01709235429208
"4-ethoxypyridine-Pyrrolium_15_00","Neutral - Cation",-1.1062255,-1.17025,0.0640245,-1.00538729,0,-0.12301475,-0.0097704,4.26832053571957
"4-ethoxypyridine-Pyrrolium_3_46","Neutral - Cation",-52.1677,-5.9006,-46.2671,-21.96957988,39.2810094,-20.07491625,-42.85371182,0.999694086736003
"4-ethoxypyridine-Pyrrolium_4_34","Neutral - Cation",-28.5837,-14.3929,-14.1908,-7.28964708,2.87728534,-8.88070137,-12.97264626,1.24081009722601
"4-ethoxypyridine-Pyrrolium_5_23","Neutral - Cation",-15.22039,-10.5545,-4.66589,-5.12466557,0.19058827,-4.92495443,-4.55301075,1.48871754846496
"4-ethoxypyridine-Pyrrolium_6_12","Neutral - Cation",-9.24469,-7.63788,-1.60681,-4.1521741,0.01155902,-2.98549883,-1.85418293,1.74051716910866
"4-ethoxypyridine-Pyrrolium_7_01","Neutral - Cation",-6.284613,-5.75072,-0.533893,-3.46259379,0.00066403,-1.91020895,-0.84968049,1.99473507752148
"4-ethoxypyridine-Pyrrolium_7_90","Neutral - Cation",-4.592612,-4.48052,-0.112092,-2.92444015,3.022e-05,-1.27471932,-0.42612987,2.25055212213218
"4-ethoxypyridine-Pyrrolium_8_78","Neutral - Cation",-3.5335879,-3.58561,0.0520221,-2.49310903,-6e-08,-0.88014571,-0.22935114,2.50747891133287
"4-ethoxypyridine-Pyrrolium_9_67","Neutral - Cation",-2.825203,-2.93145,0.106247,-2.143257,-1.32e-06,-0.62531121,-0.13065456,2.7652061563809
"4-ethoxypyridine-Tetrafluoroborate","Neutral - Anion",-23.133,-4.22903,-18.9039,-1.31714495,13.15852189,-17.98718223,-16.06169241,1.05420793174894
"4-ethoxypyridine-Tetramethylammonium","Neutral - Cation",-32.048,-4.77549,-27.273,-17.08272838,31.39080843,-16.72492848,-31.06728353,0.969198641153372
"4-ethoxypyridine-Tetramethylphosphonium_10_15","Neutral - Cation",-2.6971386,-2.75395,0.0568114,-2.00339933,-2.51e-05,-0.59573263,-0.16579816,2.60569702449872
"4-ethoxypyridine-Tetramethylphosphonium_10_96","Neutral - Cation",-2.2110854,-2.29749,0.0864046,-1.73245859,-8.52e-06,-0.44320679,-0.10331009,2.83914785157127
"4-ethoxypyridine-Tetramethylphosphonium_11_77","Neutral - Cation",-1.8513858,-1.94486,0.0934742,-1.51145656,-4.09e-06,-0.33634641,-0.06668478,3.07324667975997
"4-ethoxypyridine-Tetramethylphosphonium_12_58","Neutral - Cation",-1.5764714,-1.66714,0.0906686,-1.32919458,-1.74e-06,-0.25974503,-0.0443665,3.30785540758127
"4-ethoxypyridine-Tetramethylphosphonium_13_38","Neutral - Cation",-1.3610618,-1.44469,0.0836282,-1.17733818,-5.6e-07,-0.20370596,-0.03030444,3.54287301478242
"4-ethoxypyridine-Tetramethylphosphonium_14_19","Neutral - Cation",-1.1889036,-1.26379,0.0748864,-1.04962889,-1.4e-07,-0.16196233,-0.02118254,3.7782234732976
"4-ethoxypyridine-Tetramethylphosphonium_15_00","Neutral - Cation",-1.0490236,-1.11488,0.0658564,-0.94130314,-3e-08,-0.13037248,-0.01511167,4.01220142446047
"4-ethoxypyridine-Tetramethylphosphonium_4_49","Neutral - Cation",-39.18589,-2.72919,-36.4567,-17.79588426,32.6771743,-15.2603671,-33.01495064,0.937402385799968
"4-ethoxypyridine-Tetramethylphosphonium_5_30","Neutral - Cation",-24.8529,-12.3696,-12.4833,-7.02125152,2.60329598,-7.02683087,-10.92015265,1.23919429523948
"4-ethoxypyridine-Tetramethylphosphonium_6_11","Neutral - Cation",-14.12103,-9.51741,-4.60362,-5.02580239,0.2068741,-4.06810516,-4.20703101,1.45905098914278
"4-ethoxypyridine-Tetramethylphosphonium_6_92","Neutral - Cation",-8.7746,-7.02669,-1.74791,-4.0206457,0.01701756,-2.55598561,-1.85969446,1.68375643873295
"4-ethoxypyridine-Tetramethylphosphonium_7_73","Neutral - Cation",-6.000785,-5.34023,-0.660555,-3.30713315,0.00115053,-1.68642713,-0.91518614,1.91160200809234
"4-ethoxypyridine-Tetramethylphosphonium_8_54","Neutral - Cation",-4.398984,-4.18217,-0.216814,-2.7639492,-3.065e-05,-1.15667647,-0.48831043,2.1415852130189
"4-ethoxypyridine-Tetramethylphosphonium_9_34","Neutral - Cation",-3.3827486,-3.35873,-0.0240186,-2.33980162,-6.668e-05,-0.81916211,-0.27743779,2.37308483456607
"4-ethoxypyridine-Trifluoroacetate","Neutral - Anion",-33.861,-3.14961,-30.7117,-12.29886612,26.81374426,-18.18261406,-30.38713703,0.995910033642963
"4-ethoxypyridine-Trifluoromethanesulfonate","Neutral - Anion",-12.983,10.7441,-23.7274,6.73449441,16.45132331,-14.15018101,-23.26065907,1.06857221822594
"4-ethylpyridine-Acetate","Neutral - Anion",-30.632,-3.78992,-26.8417,-15.51181286,30.22946862,-18.47335729,-30.09231396,0.97512302128736
"4-ethylpyridine-Ammonium_10_77","Neutral - Cation",-3.830816,-4.19447,0.363654,-3.36082025,2e-08,-0.56809792,-0.01874931,3.0511960479044
"4-ethylpyridine-Ammonium_11_61","Neutral - Cation",-3.197854,-3.49671,0.298856,-2.86329184,-1.6e-07,-0.41890437,-0.01167907,3.30603342441612
"4-ethylpyridine-Ammonium_12_46","Neutral - Cation",-2.70943,-2.95798,0.24855,-2.4662722,-7e-08,-0.31564183,-0.00753218,3.5616887057076
"4-ethylpyridine-Ammonium_13_31","Neutral - Cation",-2.325132,-2.53387,0.208738,-2.14493794,-2e-08,-0.24233911,-0.00500582,3.81799745935334
"4-ethylpyridine-Ammonium_14_15","Neutral - Cation",-2.017359,-2.19423,0.176871,-1.88153778,0,-0.18914413,-0.00341512,4.07483647763738
"4-ethylpyridine-Ammonium_15_00","Neutral - Cation",-1.767005,-1.91822,0.151215,-1.66314722,0,-0.14978404,-0.0023842,4.33211135765854
"4-ethylpyridine-Ammonium_3_99","Neutral - Cation",-56.9799,-48.5993,-8.3806,-24.4300796,11.30290892,-31.04811453,-10.85201872,0.96176384972776
"4-ethylpyridine-Ammonium_4_84","Neutral - Cation",-33.479693,-32.6166,-0.863093,-16.51368497,0.77596598,-14.43716999,-3.18142956,1.2420874932929
"4-ethylpyridine-Ammonium_5_69","Neutral - Cation",-20.511921,-21.2951,0.783179,-12.22907659,0.04765846,-7.49131857,-1.10299963,1.50522721421855
"4-ethylpyridine-Ammonium_6_53","Neutral - Cation",-13.791801,-14.7409,0.949099,-9.37041638,0.00291483,-4.25690153,-0.44679455,1.76883240280293
"4-ethylpyridine-Ammonium_7_38","Neutral - Cation",-9.911959,-10.7438,0.831841,-7.35762276,0.00011371,-2.60131276,-0.20425171,2.04016436290992
"4-ethylpyridine-Ammonium_8_23","Neutral - Cation",-7.466246,-8.14959,0.683344,-5.89766327,-1.52e-05,-1.67937291,-0.10227398,2.29431306974009
"4-ethylpyridine-Ammonium_9_07","Neutral - Cation",-5.825534,-6.37835,0.552816,-4.81463736,-5.66e-06,-1.13174771,-0.05500165,2.54495672998854
"4-ethylpyridine-Ammonium_9_92","Neutral - Cation",-4.671921,-5.11924,0.447319,-3.99420835,9e-08,-0.79005798,-0.03134819,2.79739992634547
"4-ethylpyridine-Bistriflimide","Neutral - Anion",-18.559,10.9944,-29.5532,-0.6120774,21.25401718,-11.02633575,-30.43276749,1.05076019900689
"4-ethylpyridine-Br","Neutral - Anion",-5.598,0.765648,-6.36403,5.56065921,2.43658348,-9.43272932,-5.5260956,1.359053402441
"4-ethylpyridine-Cl","Neutral - Anion",-6.309,5.05794,-11.3671,9.36726976,7.7809052,-15.64560739,-9.62297017,1.22252899612555
"4-ethylpyridine-Dicyanamide","Neutral - Anion",-21.65,4.59825,-26.2481,-4.77102997,20.84241122,-11.9603692,-29.07128944,1.02547955750251
"4-ethylpyridine-Formate","Neutral - Anion",-31.37,-10.1853,-21.1844,-14.21699188,23.22749753,-19.62260235,-22.46993723,0.95980197894231
"4-ethylpyridine-Imidazolium","Neutral - Cation",-35.97,17.6671,-53.6367,-18.83212841,53.70236849,-15.01564034,-57.68712277,0.984960292304904
"4-ethylpyridine-Li","Neutral - Cation",-136.046,-133.61,-2.43605,-39.68639706,17.30681066,-100.3845022,-1.28534377,0.725675366805656
"4-ethylpyridine-Methanesulfonate","Neutral - Anion",-35.745,-11.2495,-24.4954,-17.86047209,24.81563859,-16.78193995,-28.069249,0.975204965783696
"4-ethylpyridine-Na","Neutral - Cation",-95.571,-84.9858,-10.5854,-36.9320814,16.50960346,-58.46154338,-1.33318373,0.735930801349128
"4-ethylpyridine-Phosphonium","Neutral - Cation",-47.613,-31.4019,-16.2111,-19.04820586,27.07888281,-34.60407333,-22.35679671,0.976019466580457
"4-ethylpyridine-Pyridinium","Neutral - Cation",-44.535,-4.76586,-39.7691,-25.09712556,41.80535836,-18.41108151,-44.9895977,0.96525206582266
"4-ethylpyridine-Pyrrolium","Neutral - Cation",-40.244,1.21251,-41.4563,-16.77573289,44.94430852,-23.88637635,-46.08417515,0.969763116015609
"4-ethylpyridine-Tetrafluoroborate","Neutral - Anion",-21.518,-2.51413,-19.0036,-0.91931392,13.1558454,-17.05327307,-15.71136396,1.03267777955429
"4-ethylpyridine-Tetramethylammonium","Neutral - Cation",-29.689,-4.5601,-25.1286,-15.62738671,29.73315743,-15.8726569,-29.50118253,0.959167480915558
"4-ethylpyridine-Tetramethylphosphonium","Neutral - Cation",-27.955,-1.95992,-25.9954,-14.80708835,29.68066453,-14.28716985,-30.51249584,0.957945695641759
"4-ethylpyridine-Trifluoroacetate","Neutral - Anion",-35.187,-7.70169,-27.4856,-15.74882529,25.49418487,-16.46296213,-28.44008933,1.01351942149637
"4-ethylpyridine-Trifluoromethanesulfonate","Neutral - Anion",-13.708,9.67559,-23.3832,5.20430112,15.96319923,-13.85493316,-22.1244854,1.06512824492456
"4-isopropylpyridine-Acetate","Neutral - Anion",-43.568,-13.9732,-29.5944,-20.27433292,31.58238287,-23.84775607,-33.35764483,1.00230236398792
"4-isopropylpyridine-Ammonium","Neutral - Cation",-55.86,-46.4497,-9.41038,-21.32453145,17.75912659,-39.17762411,-14.76036254,0.951417649489648
"4-isopropylpyridine-Bistriflimide","Neutral - Anion",-24.184,6.52507,-30.7089,-2.62093843,19.97506152,-12.6510299,-31.45852285,1.0270663939162
"4-isopropylpyridine-Br","Neutral - Anion",-5.998,1.77527,-7.77305,7.38072464,3.40162546,-11.52091795,-6.6208421,1.33976351993237
"4-isopropylpyridine-Cl","Neutral - Anion",-14.535,-5.75632,-8.77873,1.79815459,5.10825279,-15.3319021,-7.26499636,1.22706946098054
"4-isopropylpyridine-Cl-S2","Neutral - Anion",-8.408,3.4418,-11.85,9.34761286,7.84778211,-17.37596715,-9.93715212,1.21089525792633
"4-isopropylpyridine-Dicyanamide","Neutral - Anion",-21.669,7.47446,-29.143,-2.522015,23.59882033,-14.29762971,-31.96225352,1.01744633465124
"4-isopropylpyridine-Formate","Neutral - Anion",-25.863,-2.24063,-23.6228,-10.36304975,28.53757872,-21.80163802,-25.84398081,1.01426552518326
"4-isopropylpyridine-Imidazolium","Neutral - Cation",-36.851,19.8958,-56.7468,-18.96003911,57.65508059,-16.49070173,-60.93212557,0.932188928002594
"4-isopropylpyridine-Li","Neutral - Cation",-138.213,-134.503,-3.70952,-36.95574025,17.0746865,-104.5728447,-1.35036727,0.733804766942831
"4-isopropylpyridine-Methanesulfonate","Neutral - Anion",-34.444,-5.66106,-28.7834,-20.55788944,33.50658847,-17.96156049,-32.04917805,0.963725908171496
"4-isopropylpyridine-Na","Neutral - Cation",-100.252,-86.0749,-14.1769,-33.88180818,17.50825972,-64.64090789,-1.53417266,0.743346926624879
"4-isopropylpyridine-Phosphonium","Neutral - Cation",-50.268,-31.3264,-18.9416,-19.64567696,31.49259865,-38.3796784,-24.77784337,0.97117013878689
"4-isopropylpyridine-Pyridinium","Neutral - Cation",-47.209,-3.31313,-43.8954,-25.25372536,45.59008354,-20.56999758,-49.26005953,0.979026791656946
"4-isopropylpyridine-Pyrrolium","Neutral - Cation",-42.178,-2.52395,-39.6543,-14.56246767,38.97902082,-24.90773831,-42.65759278,0.932651047444211
"4-isopropylpyridine-Tetrafluoroborate","Neutral - Anion",-25.132,-4.35174,-20.7806,-2.41429615,15.57554964,-19.7557538,-17.53496151,1.0623746623439
"4-isopropylpyridine-Tetramethylammonium","Neutral - Cation",-31.126,-3.55425,-27.5717,-13.88036211,32.377456,-18.86047707,-32.27763065,0.950682944354949
"4-isopropylpyridine-Tetramethylphosphonium","Neutral - Cation",-28.654,2.88239,-31.5365,-12.97100981,37.45200164,-18.36269991,-36.59993359,0.95589943000012
"4-isopropylpyridine-Trifluoroacetate","Neutral - Anion",-41.29,-12.3487,-28.941,-19.73954211,27.39101905,-18.84183601,-30.17011758,1.02304147599031
"4-isopropylpyridine-Trifluoromethanesulfonate","Neutral - Anion",-16.436,11.115,-27.5505,4.04146798,20.89285902,-15.92352586,-26.24262035,1.07954803935745
"4-methoxypyridine-Acetate","Neutral - Anion",-44.728,-16.4768,-28.2509,-25.56142938,31.8050903,-21.33985205,-31.85690801,0.999105965600425
"4-methoxypyridine-Ammonium","Neutral - Cation",-55.606,-48.1179,-7.48836,-28.04019145,12.4153282,-29.91150618,-11.27228524,1.00569775263138
"4-methoxypyridine-Bistriflimide","Neutral - Anion",-18.827,13.3286,-32.1554,0.15754307,22.57769955,-11.34725903,-32.59541601,1.03916854511412
"4-methoxypyridine-Br_10_32","Neutral - Anion",-1.061151,-0.825441,-0.23571,-0.45651306,1.224e-05,-0.48278432,-0.04436086,2.89545345778715
"4-methoxypyridine-Br_11_10","Neutral - Anion",-0.874385,-0.700798,-0.173587,-0.42716071,2.25e-06,-0.36271569,-0.0287644,3.11531621204901
"4-methoxypyridine-Br_11_88","Neutral - Anion",-0.738003,-0.605127,-0.132876,-0.39804616,4.3e-07,-0.277568,-0.01922706,3.33529833121506
"4-methoxypyridine-Br_12_66","Neutral - Anion",-0.63439,-0.52972,-0.10467,-0.37022667,8e-08,-0.21588112,-0.01318815,3.55537716648012
"4-methoxypyridine-Br_13_44","Neutral - Anion",-0.5531291,-0.469025,-0.0841041,-0.34417944,1e-08,-0.17031866,-0.00925083,3.77553602574614
"4-methoxypyridine-Br_14_22","Neutral - Anion",-0.4877314,-0.419194,-0.0685374,-0.32007363,0,-0.13609848,-0.00661848,3.99576195917076
"4-methoxypyridine-Br_15_00","Neutral - Anion",-0.4341075,-0.377648,-0.0564595,-0.29791463,0,-0.1100009,-0.0048194,4.21604394902477
"4-methoxypyridine-Br_4_87","Neutral - Anion",-14.23872,-6.25107,-7.98765,-0.96170547,1.98789939,-8.62822838,-4.40830528,1.36458806324123
"4-methoxypyridine-Br_5_65","Neutral - Anion",-8.33892,-4.2285,-4.11042,-0.42930257,0.33787034,-4.94669841,-1.82585564,1.58155900666371
"4-methoxypyridine-Br_6_43","Neutral - Anion",-5.1247,-2.89389,-2.23081,-0.45963427,0.05893331,-3.01460504,-0.81569918,1.79945322828659
"4-methoxypyridine-Br_7_21","Neutral - Anion",-3.35373,-2.07706,-1.27667,-0.50434988,0.01030513,-1.9438991,-0.39693069,2.01797118237307
"4-methoxypyridine-Br_7_99","Neutral - Anion",-2.340797,-1.56359,-0.777207,-0.51600908,0.00180068,-1.3100162,-0.2097026,2.23693057621303
"4-methoxypyridine-Br_8_77","Neutral - Anion",-1.723897,-1.22569,-0.498207,-0.50590307,0.00033136,-0.91405579,-0.11866521,2.45621286491467
"4-methoxypyridine-Br_9_54","Neutral - Anion",-1.32762,-0.992775,-0.334845,-0.4840112,6.46e-05,-0.65627808,-0.07095655,2.67573887516453
"4-methoxypyridine-Cl","Neutral - Anion",-15.201,-6.54136,-8.65981,-0.51287486,5.87639071,-14.35977983,-7.67007198,1.20996010458267
"4-methoxypyridine-Dicyanamide","Neutral - Anion",-24.809,2.6841,-27.4927,-9.88592225,25.75688879,-13.17381547,-31.1640806,1.01123891733013
"4-methoxypyridine-Formate","Neutral - Anion",-29.176,-8.21716,-20.9584,-13.56675838,23.67741391,-18.83745093,-22.47382626,0.986720569980599
"4-methoxypyridine-Imidazolium","Neutral - Cation",-40.517,10.8471,-51.3639,-23.30451336,51.87997626,-14.03261326,-56.49049024,0.955384807961798
"4-methoxypyridine-Li","Neutral - Cation",-140.625,-133.656,-6.96931,-45.65566645,17.52032879,-98.77224164,-1.20902914,0.715222513189888
"4-methoxypyridine-Methanesulfonate","Neutral - Anion",-35.042,-7.59078,-27.4513,-17.7624031,28.59939438,-18.47929706,-29.73805406,0.979286270534563
"4-methoxypyridine-Na","Neutral - Cation",-100.506,-87.5485,-12.9579,-44.01916616,16.19838238,-56.70068408,-1.21360903,0.719948264043378
"4-methoxypyridine-Phosphonium","Neutral - Cation",-49.516,-33.8249,-15.6914,-23.10640624,23.88122638,-31.77722467,-19.74145386,0.998101239186326
"4-methoxypyridine-Pyridinium","Neutral - Cation",-44.446,-2.03786,-42.4078,-25.80825536,43.59382745,-17.76752667,-46.58455473,0.962267717985663
"4-methoxypyridine-Pyrrolium","Neutral - Cation",-41.863,-4.21287,-37.6499,-21.82830963,39.78653351,-18.85624465,-41.93116868,0.996608912349904
"4-methoxypyridine-Tetrafluoroborate","Neutral - Anion",-21.068,-3.10079,-17.9669,-1.30298068,12.80270143,-16.46963682,-15.3276217,1.05700832473609
"4-methoxypyridine-Tetramethylammonium","Neutral - Cation",-30.076,-3.67362,-26.4021,-16.27069113,30.66702685,-15.80908834,-30.018103,0.965084079200439
"4-methoxypyridine-Tetramethylphosphonium","Neutral - Cation",-29.487,-2.22904,-27.2584,-16.53105227,31.07668543,-14.4987636,-31.22043462,0.947375404661129
"4-methoxypyridine-Trifluoroacetate","Neutral - Anion",-28.635,0.367756,-29.0029,-10.27333653,25.86569039,-15.69316432,-28.86076959,0.99275822975073
"4-methoxypyridine-Trifluoromethanesulfonate","Neutral - Anion",-10.163,10.3112,-20.474,7.67117544,15.07457222,-13.55901877,-20.64785508,1.0791195929937
"4-methylpyridine-Acetate_10_55","Neutral - Anion",-0.647706,-0.448886,-0.19882,-0.16555046,-1.55e-06,-0.38857496,-0.0487208,3.07967754831635
"4-methylpyridine-Acetate_11_44","Neutral - Anion",-0.458989,-0.308572,-0.150417,-0.1097361,-3.1e-07,-0.28548367,-0.03022716,3.34139474611362
"4-methylpyridine-Acetate_12_33","Neutral - Anion",-0.331658,-0.2135,-0.118158,-0.07120351,-6e-08,-0.21419731,-0.01941713,3.60313238399866
"4-methylpyridine-Acetate_13_22","Neutral - Anion",-0.2433367,-0.147855,-0.0954817,-0.04421236,-1e-08,-0.16370755,-0.0128536,3.86488640484028
"4-methylpyridine-Acetate_14_11","Neutral - Anion",-0.1803691,-0.101644,-0.0787251,-0.02509344,0,-0.12717399,-0.00873497,4.12665336798164
"4-methylpyridine-Acetate_15_00","Neutral - Anion",-0.134567,-0.0687242,-0.0658428,-0.01144222,0,-0.10023776,-0.00607488,4.38843146742997
"4-methylpyridine-Acetate_3_43","Neutral - Anion",-42.8757,-11.206,-31.6697,-19.6495438,28.30285349,-19.01356098,-30.6388577,0.988633377102069
"4-methylpyridine-Acetate_4_32","Neutral - Anion",-21.9396,-11.5747,-10.3649,-4.7331083,1.7917037,-8.95187705,-8.83094206,1.24931411848925
"4-methylpyridine-Acetate_5_21","Neutral - Anion",-10.73917,-6.7191,-4.02007,-2.28820311,0.11252069,-4.87211165,-2.99950297,1.51040198439277
"4-methylpyridine-Acetate_6_10","Neutral - Anion",-5.78968,-3.93046,-1.85922,-1.3764825,0.00726935,-2.8581882,-1.19686045,1.77171745657991
