"Pair","Interaction","EINT","ELST","DISP","SAPT2ELST","SAPT2EXCH","SAPT2IND","SAPT2DISP","Shortest_Normalized_Distance"
"N-methylaniline-Pyridinium_10_51","Neutral - Cation",-0.6263268,-0.665022,0.0386952,-0.21085453,-2.02e-06,-0.41583495,-0.08443483,3.07136770587261
"N-methylaniline-Pyridinium_11_41","Neutral - Cation",-0.3805283,-0.433389,0.0528607,-0.09266289,-4.7e-07,-0.30948625,-0.05238524,3.33522901195929
"N-methylaniline-Pyridinium_12_31","Neutral - Cation",-0.2158047,-0.270227,0.0544223,-0.0101662,-9e-08,-0.23470255,-0.03364809,3.5991135722649
"N-methylaniline-Pyridinium_13_20","Neutral - Cation",-0.1037369,-0.154317,0.0505801,0.04723525,-1e-08,-0.18098764,-0.02227112,3.86301616632597
"N-methylaniline-Pyridinium_14_10","Neutral - Cation",-0.0264164,-0.0714138,0.0449974,0.08689683,0,-0.1416544,-0.01513234,4.12693383038404
"N-methylaniline-Pyridinium_15_00","Neutral - Cation",0.0273618,-0.0119193,0.0392811,0.11393588,0,-0.11236053,-0.01052205,4.39086360856995
"N-methylaniline-Pyridinium_3_33","Neutral - Cation",-53.509,4.3137,-57.8227,-24.01589717,49.89251551,-20.11787755,-51.89432796,0.963573660752883
"N-methylaniline-Pyridinium_4_23","Neutral - Cation",-28.368,-10.5916,-17.7764,-5.88942141,3.41119141,-8.12307274,-15.11519301,1.2262291837894
"N-methylaniline-Pyridinium_5_13","Neutral - Cation",-13.66412,-7.60171,-6.06241,-3.35635563,0.21252846,-4.45679354,-5.16359437,1.48936641301452
"N-methylaniline-Pyridinium_6_02","Neutral - Cation",-7.2618,-4.98,-2.2818,-2.21852111,0.01273275,-2.70963891,-2.06659178,1.75276890867255
"N-methylaniline-Pyridinium_6_92","Neutral - Cation",-4.199277,-3.292,-0.907277,-1.47627127,0.00080658,-1.73715972,-0.93627721,2.01633222834461
"N-methylaniline-Pyridinium_7_82","Neutral - Cation",-2.546619,-2.20209,-0.344529,-0.97183637,1.15e-05,-1.16079271,-0.4660754,2.28000109937382
"N-methylaniline-Pyridinium_8_72","Neutral - Cation",-1.587488,-1.48267,-0.104818,-0.62275482,-1.713e-05,-0.80242819,-0.24962013,2.54374243555419
"N-methylaniline-Pyridinium_9_61","Neutral - Cation",-1.00058399,-0.997784,-0.00279999,-0.38005825,-6.95e-06,-0.57069021,-0.14172678,2.80753559469081
"N-methylaniline-Pyrrolium","Neutral - Cation",-90.741,-46.9775,-43.7635,-58.67444234,61.19868385,-45.3897219,-47.3463068,0.772525826632604
"N-methylaniline-Tetrafluoroborate","Neutral - Anion",-4.368,10.4792,-14.8476,15.30021692,10.35035614,-16.03960988,-13.12804025,1.09833773258543
"N-methylaniline-Tetramethylammonium","Neutral - Cation",-56.1,-26.3685,-29.7319,-40.48792485,38.70198333,-21.36604135,-34.4210615,0.902890098392786
"N-methylaniline-Tetramethylphosphonium","Neutral - Cation",-56.365,-24.5887,-31.7766,-41.21847359,41.33912131,-21.22399751,-36.92924429,0.878405304615168
"N-methylaniline-Trifluoroacetate","Neutral - Anion",-19.471,5.95321,-25.4245,-3.82918216,25.08337819,-13.90043155,-27.19263277,1.00896999306352
"N-methylaniline-Trifluoromethanesulfonate","Neutral - Anion",-16.578,3.34438,-19.922,-1.90984928,16.62111172,-11.07790251,-21.2532362,1.07407815468805
"N-methylpyridin-4-amine-Acetate","Neutral - Anion",-13.029,17.1365,-30.1652,4.9480027,27.79964649,-17.28831498,-30.17644843,1.01115966006387
"N-methylpyridin-4-amine-Ammonium","Neutral - Cation",-75.677,-65.9906,-9.68652,-44.98156761,16.53112839,-34.95973393,-13.15944162,0.951084399521389
"N-methylpyridin-4-amine-Bistriflimide","Neutral - Anion",-23.337,8.89104,-32.2278,-6.11055564,27.91404082,-13.65873809,-34.23331044,0.926552490516869
"N-methylpyridin-4-amine-Br","Neutral - Anion",0.658,6.22636,-5.56804,11.74375575,2.49967828,-9.50279444,-5.56388743,1.36285054951923
"N-methylpyridin-4-amine-Cl","Neutral - Anion",-30.487,-23.2287,-7.2583,-15.88441478,4.6143577,-13.85241914,-6.37740981,1.27008647132102
"N-methylpyridin-4-amine-Dicyanamide","Neutral - Anion",-29.19,-1.40395,-27.7856,-12.74585928,23.68653142,-12.18538301,-31.42901503,1.01211325792017
"N-methylpyridin-4-amine-Formate","Neutral - Anion",-40.255,-19.4232,-20.8314,-22.35945793,23.82308383,-20.77544176,-23.02374211,0.980345327888893
"N-methylpyridin-4-amine-Imidazolium","Neutral - Cation",-42.915,15.5586,-58.4734,-24.58481384,59.31213333,-16.93099468,-62.75189596,0.993440207861213
"N-methylpyridin-4-amine-Li","Neutral - Cation",-169.759,-160.555,-9.20371,-67.37874486,21.76179784,-108.7704579,-1.40922167,0.700647464711825
"N-methylpyridin-4-amine-Methanesulfonate","Neutral - Anion",-50.018,-24.0244,-25.9932,-32.99449006,28.08671624,-17.97884909,-29.34753679,0.96612039684737
"N-methylpyridin-4-amine-Na","Neutral - Cation",-122.115,-106.198,-15.9173,-61.33631369,20.25850532,-62.72514231,-1.43323848,0.713115396200009
"N-methylpyridin-4-amine-Phosphonium","Neutral - Cation",-64.958,-46.1461,-18.8114,-35.40680377,30.55738417,-37.04696874,-23.22560442,0.954984784064529
"N-methylpyridin-4-amine-Pyridinium","Neutral - Cation",-55.797,-10.6634,-45.1337,-35.54570761,46.44850216,-19.60872751,-49.15327133,0.949301564552787
"N-methylpyridin-4-amine-Pyrrolium","Neutral - Cation",-62.482,-20.6251,-41.8568,-35.14454312,43.11545105,-26.52247351,-43.78340804,0.990021840291106
"N-methylpyridin-4-amine-Tetrafluoroborate","Neutral - Anion",-7.163,7.41114,-14.5746,11.47939561,10.592556,-15.61797938,-13.14641945,1.07413786596559
"N-methylpyridin-4-amine-Tetramethylammonium","Neutral - Cation",-35.748,-7.7417,-28.0065,-20.40562541,31.90984267,-17.17487014,-31.5185146,0.964212776530108
"N-methylpyridin-4-amine-Tetramethylphosphonium","Neutral - Cation",-33.639,-5.01013,-28.6289,-19.00034284,31.15631563,-15.41627115,-32.27729666,0.956171397559403
"N-methylpyridin-4-amine-Trifluoroacetate","Neutral - Anion",-36.205,-9.15437,-27.0509,-17.27020559,27.13669832,-17.6834277,-28.98037651,1.01570822396439
"N-methylpyridin-4-amine-Trifluoromethanesulfonate","Neutral - Anion",-26.956,-0.508137,-26.4476,-6.93074956,21.9177202,-16.68388966,-26.20150376,1.07472121956245
"N-methylpyridin-4-amine-Trifluoromethanesulfonate-S2","Neutral - Anion",-35.528,-12.6764,-22.8513,-15.99516613,18.96072535,-16.32152987,-23.53481635,0.993938776587505
"N,N-diethylaniline-Acetate","Neutral - Anion",-23.673,5.32486,-28.998,-9.40791285,32.46675923,-17.32511632,-32.30084705,0.988054337091319
"N,N-diethylaniline-Ammonium","Neutral - Cation",-85.51,-67.9566,-17.5537,-47.38804583,34.23240021,-53.05131123,-20.40133421,0.847623636551988
"N,N-diethylaniline-Br","Neutral - Anion",3.752,9.96391,-6.21206,17.36224969,1.9923855,-11.18061301,-5.69057597,1.37236255350177
"N,N-diethylaniline-Br-S2","Neutral - Anion",10.788,15.7304,-4.94264,22.60825154,1.69951772,-9.87356132,-4.77697554,1.36409876458112
"N,N-diethylaniline-Cl","Neutral - Anion",-6.734,8.20801,-14.9425,15.20391902,15.85465776,-24.98023429,-14.85939619,1.04030554276109
"N,N-diethylaniline-Dicyanamide","Neutral - Anion",-8.056,19.4477,-27.5041,13.90370758,19.91552014,-15.00637895,-30.87720236,1.0278750977375
"N,N-diethylaniline-Formate","Neutral - Anion",-16.55,10.558,-27.1082,-0.03238331,30.44906271,-22.24291557,-27.27752295,0.980680358199252
"N,N-diethylaniline-Li","Neutral - Cation",-209.49,-200.517,-8.97347,-92.88878219,32.08454,-130.8263027,-1.94049219,0.693354098407812
"N,N-diethylaniline-Methanesulfonate","Neutral - Anion",-32.219,0.110579,-32.3293,-12.61459381,35.87328014,-21.7893217,-36.53086963,0.930000388594334
"N,N-diethylaniline-Na","Neutral - Cation",-146.045,-125.937,-20.1082,-76.20046192,28.31494123,-76.46033345,-1.84120982,0.71829060380943
"N,N-diethylaniline-Phosphonium","Neutral - Cation",-83.294,-58.1722,-25.1213,-47.22167824,41.59357987,-49.62075961,-29.8599509,0.953676428860311
"N,N-diethylaniline-Pyridinium","Neutral - Cation",-73.582,-18.3975,-55.1848,-46.53955349,58.07059184,-28.30675208,-58.22402496,0.937815405289756
"N,N-diethylaniline-Pyrrolium","Neutral - Cation",-92.335,-40.1003,-52.2344,-54.10582178,69.50643742,-52.42926189,-53.77854193,0.749784390989399
"N,N-diethylaniline-Tetrafluoroborate","Neutral - Anion",-16.525,4.92499,-21.45,8.50208196,18.38256138,-23.06861167,-19.20575925,0.988401133711814
"N,N-diethylaniline-Tetramethylammonium","Neutral - Cation",-58.327,-18.1048,-40.2218,-38.34014675,51.08334595,-28.13834136,-45.37498441,0.880383922604237
"N,N-diethylaniline-Tetramethylphosphonium","Neutral - Cation",-60.536,-15.6128,-44.9233,-42.8484441,59.73828996,-28.958275,-50.78572485,0.862423773147392
"N,N-diethylaniline-Trifluoroacetate","Neutral - Anion",-26.182,2.95845,-29.1405,-4.88592819,28.91078117,-19.06341166,-31.65947486,0.987795574466081
"N,N-diethylaniline-Trifluoromethanesulfonate","Neutral - Anion",-7.453,11.2695,-18.7224,11.45145796,13.74468496,-13.86906871,-20.17758704,1.09241451494785
"N,N-diethylpyridin-4-amine-Acetate","Neutral - Anion",-45.27,-14.5454,-30.7247,-27.54122235,33.18924092,-20.52605518,-32.37153157,0.969743090142166
"N,N-diethylpyridin-4-amine-Ammonium","Neutral - Cation",-69.02,-54.4363,-14.5837,-31.40877829,20.47821984,-42.53378492,-16.64846671,0.957350891036874
"N,N-diethylpyridin-4-amine-Br","Neutral - Anion",-4.125,2.5344,-6.65971,10.52455262,3.63267037,-12.70688951,-6.7122208,1.25233238616917
"N,N-diethylpyridin-4-amine-Cl","Neutral - Anion",-12.116,-2.45166,-9.66442,7.80376536,5.79867519,-18.11939583,-9.19984391,1.28378848757979
"N,N-diethylpyridin-4-amine-Dicyanamide","Neutral - Anion",-23.805,6.69477,-30.4999,-2.40146013,24.87767926,-16.57711326,-34.25269803,1.02978269283578
"N,N-diethylpyridin-4-amine-Formate","Neutral - Anion",-28.553,-1.56685,-26.9866,-10.21567777,31.83097697,-24.88240298,-27.55206888,0.978783418948402
"N,N-diethylpyridin-4-amine-Formate-S2","Neutral - Anion",-16.5,15.3347,-31.835,1.12993952,37.02871568,-25.6734954,-31.4633516,1.00335785524223
"N,N-diethylpyridin-4-amine-Imidazolium","Neutral - Cation",-52.38,12.822,-65.2017,-31.15962213,68.13775989,-21.33596405,-70.89658274,0.958610696440264
"N,N-diethylpyridin-4-amine-Li","Neutral - Cation",-183.368,-172.718,-10.6503,-73.30883052,22.76364879,-117.3296083,-1.57323399,0.696100520591418
"N,N-diethylpyridin-4-amine-Methanesulfonate","Neutral - Anion",-38.916,-7.72129,-31.195,-21.61641749,36.14389557,-20.95750426,-35.3397784,0.945612968951037
"N,N-diethylpyridin-4-amine-Na","Neutral - Cation",-132.642,-115.22,-17.4222,-66.62443902,20.22027628,-67.49320957,-1.5545393,0.712789895377581
"N,N-diethylpyridin-4-amine-Phosphonium","Neutral - Cation",-71.75,-49.0002,-22.7498,-37.7456906,36.22060692,-43.76843827,-26.31115929,0.94090540958147
"N,N-diethylpyridin-4-amine-Pyridinium","Neutral - Cation",-57.782,-11.6958,-46.0861,-31.7224431,46.44430374,-23.29194909,-50.39807615,0.932855661126543
"N,N-diethylpyridin-4-amine-Pyrrolium","Neutral - Cation",-71.327,-20.1152,-51.212,-39.64345359,52.75836663,-31.01151289,-54.0583721,0.979451173729137
"N,N-diethylpyridin-4-amine-Tetrafluoroborate","Neutral - Anion",-34.036,-15.5771,-18.459,-8.07799101,10.01745531,-20.03047829,-15.03080879,1.08848975327889
"N,N-diethylpyridin-4-amine-Tetramethylammonium","Neutral - Cation",-42.359,-9.8488,-32.5103,-23.84224234,37.51452729,-20.97440778,-36.46343038,0.965313476109754
"N,N-diethylpyridin-4-amine-Tetramethylphosphonium","Neutral - Cation",-42.465,-8.22919,-34.2357,-25.7812981,39.59846841,-19.54929281,-38.6054436,0.96247841605364
"N,N-diethylpyridin-4-amine-Trifluoroacetate","Neutral - Anion",-45.876,-9.40505,-36.4707,-20.06893897,32.46411618,-22.93383042,-35.83691232,0.989209740002263
"N,N-diethylpyridin-4-amine-Trifluoromethanesulfonate","Neutral - Anion",-21.618,6.22275,-27.8408,4.78470139,17.76527241,-18.21671027,-27.46521501,1.02337773477408
"N,N-dimethylaniline-Acetate","Neutral - Anion",-24.286,3.589,-27.8754,-5.09592936,31.02442394,-20.46706762,-32.03776385,1.0181304806778
"N,N-dimethylaniline-Ammonium","Neutral - Cation",-89.018,-74.7652,-14.2531,-52.77822651,30.62242726,-50.0571634,-17.90664639,0.827217990896248
"N,N-dimethylaniline-Bistriflimide","Neutral - Anion",-26.832,8.05186,-34.8839,-8.93931575,32.92706149,-15.60996893,-38.30457681,0.984661420290597
"N,N-dimethylaniline-Br","Neutral - Anion",-21.041,-11.3293,-9.71164,-8.16020594,13.49608444,-17.82194115,-9.33859776,1.01275504810493
"N,N-dimethylaniline-Br-S2","Neutral - Anion",6.61,10.3764,-3.7667,16.98923985,1.35557672,-8.56754826,-3.96975431,1.3786282743729
"N,N-dimethylaniline-Cl","Neutral - Anion",-12.158,-3.58036,-8.57788,6.07063167,5.30172201,-16.45511295,-7.90378566,1.25025613271563
"N,N-dimethylaniline-Cl-S2","Neutral - Anion",1.64,12.6617,-11.0219,20.58342062,8.63559235,-18.45802867,-11.02649196,1.22544629584659
"N,N-dimethylaniline-Dicyanamide","Neutral - Anion",-21.824,12.5978,-34.4216,-0.55501442,26.88358238,-15.5961604,-35.69703943,0.982023768936316
"N,N-dimethylaniline-Formate","Neutral - Anion",-0.227,20.0885,-20.3152,15.31581053,21.97886202,-18.21766981,-22.30229668,1.03648611147239
"N,N-dimethylaniline-Imidazolium","Neutral - Cation",-56.871,5.43382,-62.3047,-35.98876949,62.8099024,-19.29694972,-67.00169332,0.958483744764182
"N,N-dimethylaniline-Li","Neutral - Cation",-201.879,-192.83,-9.04865,-88.91117393,32.67898704,-127.7510876,-1.84964138,0.696495410530357
"N,N-dimethylaniline-Methanesulfonate","Neutral - Anion",-20.224,7.24588,-27.4696,-3.8234285,28.18623883,-16.622333,-30.56045739,0.935287138972301
"N,N-dimethylaniline-Na","Neutral - Cation",-139.784,-120.868,-18.9162,-75.14237718,28.11263927,-71.41791127,-1.72535163,0.72086780095042
"N,N-dimethylaniline-Phosphonium","Neutral - Cation",-93.052,-66.7023,-26.3494,-58.24409153,47.67892675,-51.01728439,-31.11606988,0.921497279207833
"N,N-dimethylaniline-Pyridinium","Neutral - Cation",-62.846,-6.99709,-55.8494,-38.3301062,60.46663671,-26.30658648,-60.21036398,0.929493706894026
"N,N-dimethylaniline-Pyrrolium","Neutral - Cation",-96.678,-38.7921,-57.8855,-63.25938926,73.94146076,-45.21940233,-61.6525781,0.858686579840316
"N,N-dimethylaniline-Tetrafluoroborate","Neutral - Anion",0.525,15.225,-14.7,20.11634764,11.22034983,-16.79396024,-13.50392753,1.06537262838139
"N,N-dimethylaniline-Tetramethylammonium","Neutral - Cation",-47.518,-14.6985,-32.8199,-30.63315889,39.39136658,-21.35712295,-36.87846676,0.959094443884583
"N,N-dimethylaniline-Tetramethylphosphonium","Neutral - Cation",-46.434,-13.2352,-33.1985,-29.87841265,37.86064762,-18.98072478,-37.6994281,0.954162461835986
"N,N-dimethylaniline-Trifluoroacetate","Neutral - Anion",-31.681,-2.74944,-28.9311,-9.75775856,29.25819285,-21.1681239,-31.04790317,1.00790528048951
"N,N-dimethylaniline-Trifluoromethanesulfonate","Neutral - Anion",-22.955,3.47395,-26.4285,-0.31868999,21.23657866,-18.69705749,-25.57605427,1.01849833273763
"N,N-dimethylpyridin-4-amine-Acetate","Neutral - Anion",-51.434,-19.904,-31.5302,-27.45724957,34.40162437,-25.7240596,-35.14629408,1.01426489611109
"N,N-dimethylpyridin-4-amine-Ammonium","Neutral - Cation",-81.344,-69.5974,-11.7467,-49.39843442,18.8365352,-37.4689305,-14.12157662,0.975683381860268
"N,N-dimethylpyridin-4-amine-Bistriflimide","Neutral - Anion",-37.33,-4.87893,-32.4506,-17.38435862,27.65933289,-14.51028063,-36.2361611,1.00269208760312
"N,N-dimethylpyridin-4-amine-Br","Neutral - Anion",-42.47,-25.7802,-16.6898,-29.06462129,24.25790507,-22.8802388,-15.78035842,1.05630915033842
"N,N-dimethylpyridin-4-amine-Cl","Neutral - Anion",0.797,10.7007,-9.90393,17.78645751,7.8061262,-16.97387426,-9.95925777,1.22896610420269
"N,N-dimethylpyridin-4-amine-Dicyanamide","Neutral - Anion",-37.26,-4.2732,-32.9867,-19.17953829,30.30185462,-16.49497812,-35.65060831,1.01244582462258
"N,N-dimethylpyridin-4-amine-Formate","Neutral - Anion",-46.637,-19.3019,-27.3347,-27.31712165,29.62304719,-23.95237863,-26.63156406,0.973805138505099
"N,N-dimethylpyridin-4-amine-Imidazolium","Neutral - Cation",-47.919,14.2034,-62.1225,-27.04851576,62.32329388,-18.43901036,-67.2831227,0.951141466657464
"N,N-dimethylpyridin-4-amine-Li","Neutral - Cation",-176.373,-165.95,-10.4225,-70.02263964,22.6764668,-113.5864708,-1.47835465,0.698656574336343
"N,N-dimethylpyridin-4-amine-Methanesulfonate","Neutral - Anion",-48.79,-19.8722,-28.9174,-27.73263139,30.83353996,-21.91523197,-32.51230608,0.979716595126484
"N,N-dimethylpyridin-4-amine-Phosphonium","Neutral - Cation",-67.194,-48.2703,-18.9237,-36.33623909,29.11767932,-37.64834257,-22.69103151,0.968086537693732
"N,N-dimethylpyridin-4-amine-Pyridinium","Neutral - Cation",-47.808,5.49858,-53.3063,-23.75574382,54.28587117,-22.46219471,-57.07375303,0.965776311806409
"N,N-dimethylpyridin-4-amine-Pyrrolium","Neutral - Cation",-68.611,-19.9561,-48.6547,-38.70495669,52.81835705,-31.66933764,-50.7617096,0.896067040341406
"N,N-dimethylpyridin-4-amine-Tetrafluoroborate","Neutral - Anion",-17.603,2.56343,-20.1664,5.71963642,13.29995049,-18.56532452,-17.24378617,1.03927744893011
"N,N-dimethylpyridin-4-amine-Tetramethylammonium","Neutral - Cation",-38.582,-7.23637,-31.346,-21.64022734,35.65774607,-19.30144214,-35.20369444,0.970520850921702
"N,N-dimethylpyridin-4-amine-Tetramethylphosphonium","Neutral - Cation",-37.326,-5.57938,-31.7465,-20.8475632,34.25283889,-17.21490016,-35.81025992,0.953806179431493
"N,N-dimethylpyridin-4-amine-Trifluoroacetate","Neutral - Anion",-15.785,3.66826,-19.4532,-3.52248765,16.00334514,-8.98044284,-19.20982319,1.0725123492297
"N,N-dimethylpyridin-4-amine-Trifluoroacetate-S2","Neutral - Anion",-41.071,-12.1942,-28.877,-19.16845395,27.52337747,-19.69870385,-30.38274547,1.00928825037631
"N,N-dimethylpyridin-4-amine-Trifluoromethanesulfonate","Neutral - Anion",-4.659,17.5511,-22.2099,15.85422182,15.80642678,-15.04754272,-22.88232578,1.07434449151842
"Phenetole-Acetate_10_55","Neutral - Anion",1.175391,1.48671,-0.311319,1.82368814,-3.32e-06,-0.50826643,-0.06130311,3.05525515587779
"Phenetole-Acetate_11_44","Neutral - Anion",1.027901,1.26558,-0.237679,1.50341182,-6.3e-07,-0.37560627,-0.03823316,3.3121952951297
"Phenetole-Acetate_12_33","Neutral - Anion",0.893559,1.0809,-0.187341,1.25213107,-1.1e-07,-0.28316436,-0.02466266,3.56985983826321
"Phenetole-Acetate_13_22","Neutral - Anion",0.776258,0.927484,-0.151226,1.0529706,-2e-08,-0.21727263,-0.0163809,3.82810199321255
"Phenetole-Acetate_14_11","Neutral - Anion",0.675911,0.800094,-0.124183,0.89351117,0,-0.16934551,-0.01116239,4.08681277114263
"Phenetole-Acetate_15_00","Neutral - Anion",0.590724,0.693998,-0.103274,0.76457359,0,-0.13384435,-0.00778039,4.3459082493981
"Phenetole-Acetate_3_42","Neutral - Anion",-29.7091,5.4001,-35.1092,-2.9133523,29.51125867,-21.69841119,-32.31316047,1.00993524317794
"Phenetole-Acetate_4_31","Neutral - Anion",-11.851099,0.529401,-12.3805,7.87540578,2.06416465,-10.52737014,-9.79726893,1.26220186805901
"Phenetole-Acetate_5_20","Neutral - Anion",-3.01779,2.13414,-5.15193,7.03851212,0.1439788,-5.86650424,-3.45939286,1.51774278566933
"Phenetole-Acetate_6_09","Neutral - Anion",0.11837,2.68357,-2.5652,5.57222131,0.0099351,-3.51435333,-1.41818316,1.77514498234027
"Phenetole-Acetate_6_99","Neutral - Anion",1.16194,2.62784,-1.4659,4.38417367,0.00044037,-2.21966425,-0.65405853,2.03370136512133
"Phenetole-Acetate_7_88","Neutral - Anion",1.451372,2.35962,-0.908248,3.4695224,-5.788e-05,-1.46333227,-0.33004225,2.29121272831367
"Phenetole-Acetate_8_77","Neutral - Anion",1.443153,2.04533,-0.602177,2.77079406,-4.943e-05,-0.99959471,-0.1786088,2.54442359051108
"Phenetole-Acetate_9_66","Neutral - Anion",1.323903,1.74767,-0.423767,2.23585849,-1.566e-05,-0.70360007,-0.10223528,2.79923822857403
"Phenetole-Ammonium","Neutral - Cation",-76.134,-66.6503,-9.48402,-43.91095856,20.96093423,-40.21476027,-14.39279169,0.88050419784435
"Phenetole-Bistriflimide","Neutral - Anion",-30.365,-3.63711,-26.728,-13.57685445,24.52720422,-12.76947281,-31.29520191,0.957607990393196
"Phenetole-Br","Neutral - Anion",4.753,10.7733,-6.02046,16.71094191,2.47275459,-9.93653598,-5.69009363,1.38347811945163
"Phenetole-Cl","Neutral - Anion",3.218,13.9998,-10.7822,20.04317538,8.28665287,-16.84891833,-10.11446809,1.22381251872462
"Phenetole-Dicyanamide","Neutral - Anion",-16.255,11.5477,-27.8023,2.42426206,23.02244225,-13.95239375,-31.60599161,1.02243477205006
"Phenetole-Formate","Neutral - Anion",-0.788,18.1568,-18.9445,12.11801971,20.91772711,-16.12699811,-20.51415309,1.0247236165485
"Phenetole-Imidazolium","Neutral - Cation",-47.152,4.11598,-51.2679,-28.01530143,54.38910336,-18.16117801,-57.94374414,0.959004031631302
"Phenetole-Li","Neutral - Cation",-177.546,-171.297,-6.24868,-71.76581089,27.24085108,-116.5670747,-1.57784633,0.705620975374592
"Phenetole-Methanesulfonate","Neutral - Anion",-9.582,11.8224,-21.4045,-1.50731598,25.24865909,-10.52031399,-25.42090407,0.966782614133275
"Phenetole-Na","Neutral - Cation",-124.598,-109.151,-15.4468,-63.16551738,23.58519571,-65.31949263,-1.49019303,0.721631361584401
"Phenetole-Phosphonium","Neutral - Cation",-69.141,-51.4923,-17.6489,-41.21781208,31.0636086,-38.11198399,-22.55304239,0.960057731594084
"Phenetole-Pyridinium","Neutral - Cation",-52.337,-4.32905,-48.0081,-31.09328243,46.85343801,-18.54879295,-50.98554849,0.986756874514159
"Phenetole-Pyrrolium","Neutral - Cation",-77.562,-35.2563,-42.306,-45.76294655,54.53636148,-40.51245403,-45.69226506,0.797541974307635
"Phenetole-Tetrafluoroborate","Neutral - Anion",-4.394,10.7316,-15.1252,14.32182739,11.68995562,-16.29619515,-13.58639934,1.04445049707571
"Phenetole-Tetramethylammonium","Neutral - Cation",-43.319,-19.3297,-23.9897,-29.10521299,28.23061992,-16.41648517,-27.3163202,0.970576519723594
"Phenetole-Tetramethylphosphonium","Neutral - Cation",-40.923,-15.4745,-25.4488,-27.46464008,28.64527802,-14.78755293,-28.99220997,0.986154705075451
"Phenetole-Trifluoroacetate","Neutral - Anion",-21.333,7.90606,-29.2387,0.86612035,24.82206778,-18.09339155,-29.34624317,1.0167995433126
"Phenetole-Trifluoromethanesulfonate","Neutral - Anion",-15.877,8.08551,-23.9626,6.72620634,16.02981057,-15.91447535,-23.85629476,1.0616378138147
"Phenol-Acetate","Neutral - Anion",-12.423,9.66253,-22.0854,2.58213223,21.94944411,-14.22821099,-24.91082653,1.00105541372118
"Phenol-Ammonium","Neutral - Cation",-67.719,-58.6045,-9.1147,-38.7439204,18.87085857,-35.4395163,-13.57228961,0.936951411352686
"Phenol-Bistriflimide","Neutral - Anion",-9.059,13.5839,-22.6425,6.06083108,15.91071561,-9.37431796,-23.98371631,1.07020729416708
"Phenol-Br","Neutral - Anion",3.635,9.2448,-5.60936,13.90172235,2.4911748,-8.62519926,-5.31815213,1.37634731825592
"Phenol-Cl","Neutral - Anion",0.245,6.00887,-5.76371,12.4524049,3.82669561,-11.54310866,-5.76229478,1.23086683969737
"Phenol-Dicyanamide","Neutral - Anion",-15.541,8.85957,-24.4008,-1.15661531,20.31709806,-10.32625149,-27.64460963,1.02375596210866
"Phenol-Formate","Neutral - Anion",-2.888,14.2967,-17.1843,7.57926552,20.68154839,-14.46694645,-19.7247314,1.02299365179146
"Phenol-Imidazolium","Neutral - Cation",-45.089,4.58858,-49.6779,-28.08321505,50.14009578,-13.87021666,-54.0921929,0.977783886066894
"Phenol-Li","Neutral - Cation",-164.549,-157.657,-6.89208,-63.57873759,26.81850825,-110.1149284,-1.49303777,0.70625022276992
"Phenol-Methanesulfonate","Neutral - Anion",-9.96,9.846,-19.8055,-2.6429114,23.69833047,-9.76340724,-23.83246918,0.958798473435284
"Phenol-Na","Neutral - Cation",-114.002,-98.2865,-15.7151,-55.86129957,22.78680698,-60.61713287,-1.38885456,0.721683433172477
"Phenol-Phosphonium","Neutral - Cation",-63.095,-45.5966,-17.4988,-38.12348762,32.32866112,-36.01901934,-22.11155416,0.963513761777406
"Phenol-Pyridinium","Neutral - Cation",-42.205,-0.926854,-41.2777,-24.83488189,40.61228234,-15.20331368,-43.96074155,0.9844914988737
"Phenol-Pyrrolium","Neutral - Cation",-68.288,-34.105,-34.1826,-39.27081143,41.91095056,-33.47210222,-37.06816674,0.834835035839299
"Phenol-Tetrafluoroborate","Neutral - Anion",-2.005,12.6473,-14.6524,14.32061466,11.60820006,-14.50214978,-13.08847285,1.04070730194085
"Phenol-Tetramethylammonium","Neutral - Cation",-38.869,-14.0287,-24.8399,-24.99757383,29.18512247,-15.66427684,-27.98233086,0.950815340607524
"Phenol-Tetramethylphosphonium","Neutral - Cation",-35.478,-9.75051,-25.7273,-22.18123235,29.42697415,-14.51784997,-29.10361249,0.947663376869995
"Phenol-Trifluoroacetate","Neutral - Anion",-1.768,11.2511,-13.0193,6.54188653,10.89072838,-6.13481665,-13.2155278,1.14384991362889
"Phenol-Trifluoromethanesulfonate","Neutral - Anion",-9.028,8.81063,-17.8388,8.57262814,11.1153177,-11.85712019,-17.84178903,1.12789826052654
"Pyridin-4-ol-Acetate","Neutral - Anion",-39.055,-11.792,-27.2627,-22.48730995,27.93526474,-17.32853727,-29.0309163,0.972838827680081
"Pyridin-4-ol-Ammonium","Neutral - Cation",-51.133,-43.3398,-7.79338,-25.47557032,13.35854654,-28.40380831,-11.50441185,1.01407391233773
"Pyridin-4-ol-Bistriflimide","Neutral - Anion",-21.017,4.61994,-25.6368,-4.7314202,19.17184127,-10.01436336,-27.930127,1.0580604101055
"Pyridin-4-ol-Br","Neutral - Anion",-2.377,2.98888,-5.3657,6.86605018,2.49503409,-8.09270822,-5.03802097,1.3609485244897
"Pyridin-4-ol-Cl_10_07","Neutral - Anion",-1.005923,-0.658335,-0.347588,-0.47278018,6.63e-06,-0.43856481,-0.0338001,2.87668141283462
